Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Gallows View,http://www.bunratty-gallowsview.com,+353(0)61369125,-8.810918,52.716073,Clare,Bunratty,Republic of Ireland,"B&B,Covid Safety Charter"
Moville Boutique Hostel Accommodation,http://www.facebook.com/moville.hostel/timeline?ref=page_internal,+353(0)749382378,-7.045989889,55.19135522,Donegal,Moville,Ireland,"Hostel,Covid Safety Charter,Welcome Standard"
Clonmoylan Self Catering Accommodation,http://www.clonmoylan.com/,+353(0)877974079,-8.3153,53.06697,Galway,Ballyshrule,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
Seafield Farmhouse,http://www.seafieldfarm.com,+353(0)238849818,-8.663329,51.657588,Cork,Kilbrittain,Republic of Ireland,"B&B,Covid Safety Charter"
Garryvoe Hotel,http://www.garryvoehotel.com,+353(0)214646718,-8.004380938,51.85921787,Cork,Garryvoe,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Longford Country House Self Catering,http://www.longfordcountryhouse.com,+353(0)433323320,-7.739037741,53.77771278,Longford,,Republic of Ireland,Self Catering Accommodation
Lancaster Lodge,http://www.lancasterlodge.com,+353(0)214251125,-8.482349,51.896605,Cork,Western Road,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Gorman's Clifftop House & Restaurant,http://www.gormans-clifftophouse.com,+353(0)669155162,-10.360212,52.206317,Kerry,Ballydavid,Republic of Ireland,Guesthouse
Times Hotel,,+353(0)6231111,-8.157902,52.473949,Tipperary,Tipperary Town,Republic of Ireland,Hotel
Robertstown Holiday Village,http://www.robertstownholidayvillage.com,+353(0)45870870,-6.822057475,53.27198608,Kildare,Robertstown,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Ocean Breeze,http://www.oceanbreezedonegal.com,+353(0)749723827,-8.119464,54.643835,Donegal,Donegal Town,Republic of Ireland,B&B
Wellington Quay CityBreak Apartments,http://www.facebook.com/DublinApartments,+353(0)14433920,-6.265883161,53.34546656,Dublin,Dublin,Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard,Stay and Spend"
Cloneen,http://www.cloneenguesthouse.ie,+353(0)51381264,-7.159372,52.157033,Waterford,Tramore,Republic of Ireland,"B&B,Covid Safety Charter"
Fernroyd House B&B,https://www.fernroydhouse.com,353214000000,-8.4883705,51.8947684,Cork,,Ireland,"B&B,B&B Ireland"
Hannons Hotel,http://hannonshotel.com,+353(0)906637644,-8.168039979,53.62333589,Roscommon,,Ireland,"Hotel,Stay and Spend"
Lake House Hotel,http://www.lakehousehotel.ie/,+353(0)749545123,-8.428517283,54.83736912,Donegal,Portnoo,Republic of Ireland,"Hotel,Stay and Spend"
Woodhaven Lodge,http://woodhavenlodge.com/,+353(0)91753806,-9.004623,53.276836,Galway,Merlin Park,Republic of Ireland,"B&B,Covid Safety Charter"
Dunkerron Holiday Homes,http://www.rentacottage.ie/self-catering/index.php?ziua=&luna=&an=&ziual=&lunal=&anl=&regiunea=...&town=Kenmare&price2=&tara=Ireland&search_property=1&user=search1,+353(0)61411109,-9.622331,51.877584,Kerry,Kenmare,Republic of Ireland,Self Catering Accommodation
Aldridge Lodge,http://www.aldridgelodge.com,+353(0)51389116,-6.909463008,52.21617335,Wexford,Duncannon,Ireland,"B&B,Welcome Standard"
Kilkenny House Hotel,http://www.kilkennyhousehotel.ie,+353(0)567770711,-7.266693,52.667287,Kilkenny,Kilkenny City,Republic of Ireland,"Hotel,Covid Safety Charter"
Cloughjordan House,https://www.cloughjordanhouse.com,353874000000,-8.0356871,52.9448854,Tipperary,Cloughjordan,Ireland,"B&B,Welcome Standard"
Lough Rynn Castle,http://www.loughrynn.ie,+353(0)719632700,-7.848951614,53.89366384,Leitrim,Mohill,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Inchydoney Island Apartments,https://www.inchydoneyisland.com,+353(0)238833143,-8.862292,51.597367,Cork,Inchydoney,Republic of Ireland,Self Catering Accommodation
"2, 9 & 13 Mountain View",http://www.sheenfallscountryclub.ie,+353(0)214915854,-9.565209,51.871949,Kerry,Kenmare,Republic of Ireland,Self Catering Accommodation
Swuite Galway,http://swuite.com/short-term-accommodation-galway/,+353(0)91753781,-9.039043786,53.28231669,Galway,Galway City,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
Kee's Hotel,http://www.keeshotel.ie,+353(0)749131018,-7.769173297,54.80470775,Donegal,Stranorlar,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Darnley Lodge Hotel,http://www.darnleylodgehotel.ie,+353(0)469432283,-6.920571,53.621781,Meath,Athboy,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Avarest,http://www.avarest.ie,+353(0)61360278,-8.843797,52.715778,Clare,Hurlers Cross,Republic of Ireland,B&B
Powerscourt Hotel Resort Spa,http://www.powerscourthotel.com/,+353(0)12748888,-6.180321,53.185287,Wicklow,Enniskerry,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
East Village Hotel,http://www.eastvillage.ie/Sleep.aspx,+353(0)214367000,-8.434259,51.877766,Cork,,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Number 31,http://www.number31.ie,+353(0)16765011,-6.253621,53.333404,Dublin,Dublin City,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Clayton Hotel Charlemont,https://claytonhotelcharlemont.com,+353(0)19606700,-6.261178566,53.33074435,Dublin,Dublin City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Ashley Lodge,http://www.ashley-lodge.com,+353(0)539131991,-6.397016,52.242284,Wexford,Rosslare Harbour,Republic of Ireland,"B&B,Covid Safety Charter"
Hamill's Bed and Breakfast,http://hamillsbedandbreakfast.com,+353(0)719644211,-7.798945843,54.0530764,Leitrim,Ballinamore,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
Ard-Na-Mara Country House,http://www.ardnamaracountryhouse.com,+353(0)669159072,-10.324321,52.122225,Kerry,Ballymore,Republic of Ireland,"B&B,Covid Safety Charter"
Golf Links View,http://www.golflinksview.com,+353(0)669474623,-10.179289,51.842345,Kerry,Waterville,Republic of Ireland,"B&B,Covid Safety Charter"
Bunratty Manor Hotel,https://www.facebook.com/bunrattym,+353(0)61707984,-8.818053,52.698579,Clare,Bunratty,Republic of Ireland,"Hotel,Covid Safety Charter"
Killarney Lakeland Cottages,http://www.killarneycottages.com,+353(0)646633290,-9.481653,52.030964,Kerry,Muckross,Republic of Ireland,"Self Catering Accommodation,Stay and Spend"
The Tides,http://www.ballybunionguesthouse.com/,+353(0)866000665,-9.650951047,52.50505947,Kerry,Ballybunion,Republic of Ireland,"B&B,Covid Safety Charter"
Shramore Lodge,,+353(0)719167524,-8.492063,54.196929,Sligo,Collooney,Republic of Ireland,Self Catering Accommodation
Bayview Caravan and Camping Park,https://www.goldcoastgolfresort.com/bayview-caravan-park.html,+353(0)5845100,-6.999519,52.158887,Waterford,Dungarvan,Republic of Ireland,Camping
Brandon House Hotel and Solas Croi Spa,http://www.brandonhousehotel.ie,+353(0)51421703,-6.944126313,52.38691795,Wexford,New Ross,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Heaton's Guesthouse,http://www.heatonsdingle.com,+353(0)669152288,-10.285665,52.1411,Kerry,Dingle,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Nuremore Hotel,http://www.nuremore.com,+353(0)429661438,-6.694879948,53.96300993,Monaghan,Carrickmacross,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
No 1 Pery Square Hotel & Spa,http://www.oneperysquare.com,+353(0)61402402,-8.63,52.658149,Limerick,Limerick City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Magouhy House,http://www.magouhyhouse.com,+353(0)657089136,-9.085444093,53.02692703,Clare,Carran,Ireland,"B&B,Covid Safety Charter"
Ballyvaughan Cottages,https://www.facebook.com/BallyvaughanCottages,+353(0)872428161,-9.14874567,53.11570569,Clare,,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter,Stay and Spend"
Charlotte Rooms @ The Ritz Centre,https://www.facebook.com/Charlotte-Rooms-352238655137041,+353(0)599105083,-6.929962078,52.83629808,Carlow,Carlow Town,Ireland,Hostel
Torine House,http://www.torinehouse.com,+353(0)669761352,-9.795116,52.112044,Kerry,Killorglin,Republic of Ireland,"B&B,Covid Safety Charter"
Old Ground Hotel,https://www.facebook.com/OldGround/,+353(0)656828127,-8.983300839,52.84220985,Clare,Ennis,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Fitzmaurice's Caravan & Camping Park,http://www.fitzmauricescaravanpark.com,+353(0)51381466,-7.138872,52.164454,Waterford,Riverstown,Republic of Ireland,"Camping,Covid Safety Charter"
Aghadoe Heights Hotel & Spa,http://www.aghadoeheights.com,3530650000000,-9.556280126,52.07731262,Kerry,Aghadoe,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Elderberry,https://www.bandbireland.com/accommodation/28063/elderberry-b-b,3539826374,-9.521234,53.804907,Mayo,Westport,Republic of Ireland,B&B
Great Southern Killarney,http://www.greatsouthernkillarney.com,+353(0)646638000,-9.50362265,52.05891433,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Old Weir Lodge,http://www.oldweirlodge.com,+353(0)646635593,-9.507253,52.051402,Kerry,Killarney,Republic of Ireland,"Guesthouse,Covid Safety Charter"
Hayes Hotel,http://www.hayeshotel.com,+353(0)50422122,-7.812183542,52.67930708,Tipperary,Thurles,Republic of Ireland,"Hotel,Covid Safety Charter"
Ballinalacken Castle,http://www.ballinalackencastle.com,+353(0)657074025,-9.341187962,53.04630773,Clare,Doolin,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
River Forest Hotel,http://www.riverforesthotel.com,+353(0)16245678,-6.486982,53.371044,Kildare,Leixlip,Republic of Ireland,"Hotel,Covid Safety Charter"
Carnegie Court Hotel,http://www.carnegiecourthotel.com/,+353(0)18404384,-6.217837,53.462472,Dublin,,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Millbank House & Angling Centre,http://www.millbankhouse.com,+353(0)61386115,-8.417312,52.626676,Limerick,Murroe,Republic of Ireland,B&B
The Parkavon Hotel Killarney,https://www.parkavonhotel.com/,+353(0)646633000,-9.507411,52.04956,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Bellinter House ,https://www.bellinterhouse.com/,353469000000,-6.662398,53.5980812,Meath,Navan,Ireland,Hotel
Sunville House,https://bandbireland.com/accommodation/26276/sunville-house,+353(0)214646271,-8.060519813,51.83767781,Cork,Ballycotton,Republic of Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Knockanore Farm Lodges,http://www.knockanorefarm.com,+353(0)567724125,-7.140865572,52.52529757,Kilkenny,Thomastown,Republic of Ireland,Self Catering Accommodation
Courtmacsherry Hotel,http://www.courtmacsherryhotel.ie,+353(0)238846198,-8.699673661,51.63330887,Cork,Courtmacsherry,Republic of Ireland,"Hotel,Covid Safety Charter"
Ashford Haven,http://www.congashfordhaven.com,+353(0)949545759,-9.259627119,53.54010556,Mayo,Cong,Republic of Ireland,"B&B,B&B Ireland"
Lorrha Cottages,https://www.lorrhacottages.ie/,+353(0)909747029,-8.113406,53.088106,Tipperary,Lorrha,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Clare Ecolodge,http://clareecolodge.ie,+353(0)61924200,-8.648250054,52.92653317,Clare,Feakle,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
The Gables,http://www.gablesguesthouseandleisurecentre.com,+353(0)45435330,-6.793259128,53.17511174,Kildare,Newbridge,Republic of Ireland,Guesthouse
Boyne View Bed & Breakfast,https://www.facebook.com/boyneviewBandB/,+353(0)469431325,-6.850796967,53.52201276,Meath,Trim,Ireland,"B&B,Welcome Standard"
Lynburgh,http://www.lynburgh.com,+353(0)91581555,-9.066561,53.26458,Galway,Lower Salthill,Republic of Ireland,"B&B,Covid Safety Charter"
Ballykeeffe Farmhouse,http://www.ballykeeffefarmhouse.com,+353(0)567769265,-7.380808,52.608284,Kilkenny,Kilmanagh,Republic of Ireland,Self Catering Accommodation
Silver Beach House,,+353(0)871607550,-9.10983,53.2609692,Galway,Galway City,Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Carrowkeel Camping and Caravan Park,http://www.carrowkeelpark.ie,+353(0)949031264,-9.184605,53.909061,Mayo,Ballyvary,Republic of Ireland,Camping
Mountain Inn,http://www.mountaininnireland.com,+353(0)719167225,-8.605238,54.171354,Sligo,Coolaney,Republic of Ireland,"B&B,Covid Safety Charter"
Frewin,http://www.frewinhouse.com,+353(0)749151246,-7.647051,55.031967,Donegal,Ramelton,Republic of Ireland,"B&B,B&Bs,Historic House"
Bella Vista Hotel,http://www.bellavistahotel.ie,+353(0)214812450,-8.297062,51.851385,Cork,Cobh,Republic of Ireland,"Hotel,Covid Safety Charter"
The Savoy Hotel,http://www.savoylimerick.com/,+353(0)61448700,-8.629061,52.663152,Limerick,Limerick City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Dunowen House,http://www.dunowenhouse.ie,+353(0)2388669099,-8.905018004,51.55583871,Cork,Clonakilty,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Cashel Holiday Hostel,http://www.cashelhostel.com,+353(0)6262330,-7.887698,52.516,Tipperary,Cashel,Republic of Ireland,Hostel
Mount Brandon Lodge,http://www.dingleway.com/accommodation/cloghane-bed-breakfast-mount-brandon-lodge.php?page=details,+353(0)667138117,-10.18171502,52.23621045,Kerry,Cloghane,Republic of Ireland,"B&B,Covid Safety Charter"
Harbour View B&B,https://www.bandbireland.com/accommodation/25748/harbour-view,353657000000,-9.3554547,53.0071661,Clare,,Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Enniscoe House,http://www.enniscoe.com,+353(0)9631112,-9.310303298,54.07033165,Mayo,Ballina,Republic of Ireland,"B&B,Covid Safety Charter,Stay and Spend,B&Bs,Historic House"
The Rockbarton House Hotel,https://www.therockbartonhousehotel.com/,+353(0)91522286,-9.087898,53.260197,Galway,Salthill,Republic of Ireland,Hotel
Strasburgh Manor,http://www.strasburghmanor.com,+353(0)656839125,-9.049723,52.822419,Clare,Inch,Republic of Ireland,Self Catering Accommodation
St. Anne's,,+353(0)12806781,-6.124595,53.284707,Dublin,Glenageary,Republic of Ireland,B&B
Clover Cabin,http://www.clovercabin.ie,353863000000,-7.082319,52.636709,Kilkenny,,Ireland,"Self Catering Accommodation,Welcome Standard"
Lyrath Estate,http://www.lyrath.com,+353(0)567760088,-7.210497,52.648335,Kilkenny,,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Lakeshore House,http://www.lakeshoreconnemara.com,+353(0)949548311,-9.393496,53.520169,Galway,Clonbur,Republic of Ireland,B&B
Fitzwilliam Townhouse,http://www.fitzwilliamtownhouse.com,+353(0)16625155,-6.249113038,53.33654087,Dublin,Dublin,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Killarney Flesk Caravan Park,http://www.killarneyfleskcamping.com,+353(0)646631704,-9.500344,52.043889,Kerry,Killarney,Republic of Ireland,Camping
Ballina Manor Hotel,http://ballinamanorhotel.ie/,+353(0)9680900,-9.15404,54.112587,Mayo,Ballina,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Old Bank,http://www.theoldbank.ie,+353(0)61389969,-8.547682,52.47624,Limerick,Bruff,Republic of Ireland,"B&B,Covid Safety Charter"
Alder Cottage,http://www.aldercottage.com,+353(0)861025317,-8.258804924,54.27003698,Leitrim,Dromahair,Ireland,"Self Catering Accommodation,Covid Safety Charter"
Aille River Hostel and Camping,http://www.ailleriverhosteldoolin.ie,+353(0)657074260,-9.378352,53.016554,Clare,Doolin,Republic of Ireland,"Hostel,Welcome Standard"
Blairscove House and Restaurant,http://www.blairscove.ie,+353(0)2761127,-9.537845258,51.60934675,Cork,Durrus,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
Renvyle Beach Caravan and Camping Park,http://www.renvylebeachcaravanpark.com,+353(0)9543462,-9.984855,53.602784,Galway,Renvyle,Republic of Ireland,Camping
O'Shea's Hotel,https://osheasoftalbotstreet.com/,+353(0)18365670,-6.254931,53.350774,Dublin,Dublin,Republic of Ireland,Hotel
Beechwood Lodge,https://www.bandbireland.com/accommodation/28011/beechwood-lodge-b-b,+353(0)872141692,-8.560426579,51.94155202,Cork,Blarney,Ireland,"B&B,B&B Ireland"
Glenview Cottage,http://www.glenviewcottage.com,353670000000,-9.541379,52.127068,Kerry,Killarney Outer Area North,Republic of Ireland,Self Catering Accommodation
Dingle Heights,http://www.dingleheights.com,+353(0)669151543,-10.28024386,52.14446625,Kerry,Dingle,Republic of Ireland,"B&B,Covid Safety Charter"
Schull Harbour Hotel,http://www.schullharbourhotel.ie,+353(0)2828801,-9.543757851,51.52726517,Cork,Schull,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Brenda's B&B,http://www.brendasbandb.ie/,+353(0)599771860,-6.910687205,52.59377744,Carlow,Borris,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
Marine View ,https://www.portbegholidayhomes.com/marine-view-townhouses//,353720000000,-8.2862247,54.4759379,Donegal,,Ireland,"Self Catering Accommodation,Welcome Standard"
The Anvil,https://www.anvilbar.com/,+353(0)669767137,-9.753551467,52.17672818,Kerry,Castlemaine,Republic of Ireland,"B&B,B&B Ireland"
Crocnaraw Country House,http://www.crocnaraw.ie,+353(0)9541068,-10.006736,53.542654,Galway,Moyard,Republic of Ireland,Guesthouse
Riverside Hotel Killarney,http://www.riversidehotelkillarney.com,+353(0)646639200,-9.507321,52.049159,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Cashel Lodge,http://www.cashellodge.com,+353(0)18368935,-6.232624,53.379238,Dublin,Whitehall,Republic of Ireland,B&B
15 Morrison Terrace,,+353(0)873166450,-9.159578,54.108729,Mayo,Ballina,Republic of Ireland,Self Catering Accommodation
Bridgeview Farmhouse,http://www.bridgeviewfarmhouse.com,+353(0)238849723,-8.67717,51.656656,Cork,Kinsale,Republic of Ireland,"B&B,Covid Safety Charter"
Hazelbrook,,+353(0)51379815,-7.119773239,52.2499696,Waterford,Waterford City,Ireland,"B&B,B&B Ireland"
Copper Coast B&B,http://www.coppercoastholidays.ie/bed-breakfast,+353(0)51292414,-7.382653728,52.13642603,Waterford,Bunmahon,Ireland,"B&B,Covid Safety Charter"
Campus Living,http://campusaccommodation.ie,+353(0)91527112,-9.066510612,53.28813804,Galway,Galway City,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
The Lodge at Harvey's Point,https://twitter.com/HarveysLodge,+353(0)749724313,-8.051888199,54.69794279,Donegal,Donegal Town,Ireland,"Self Catering Accommodation,Welcome Standard,Activity Holiday Accommodation,Camping,Glamping"
Talbot Hotel Stillorgan,http://www.talbothotelstillorgan.com/,+353(0)12001800,-6.202805551,53.29502269,Dublin,Stillorgan,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Limerick City Hotel,http://www.limerickcityhotel.ie,+353(0)61207000,-8.632996,52.660872,Limerick,Limerick City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Carlton Blanchardstown,http://www.carltonhotelblanchardstown.com,+353(0)18275600,-6.380736,53.41881,Dublin,Tyrrelstown,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Knockdrish,http://www.knockdrish.com,+353(0)2970617,-9.047346,52.06945,Cork,Millstreet,Republic of Ireland,B&B
Lough Lannagh Lodge,http://www.loughlannagh.ie/lodge,+353(0)949027111,-9.311807915,53.84914608,Mayo,Castlebar,Republic of Ireland,"Hostel,Covid Safety Charter"
Ivy Tower Hotel,https://www.ivytowerhotel.ie/,+353(0)949022288,-9.297825524,53.85973223,Mayo,Castlebar,Republic of Ireland,"Hotel,Covid Safety Charter"
Castlemaine House,,+353(0)669767361,-9.702593,52.167968,Kerry,Castlemaine,Republic of Ireland,B&B
The Connemara Hostel (Sleepzone),https://www.sleepzone.ie/the-connemara-hostel,+353(0)9542929,-9.778019051,53.59396552,Galway,Leenane,Ireland,Hostel
Armcashel B&B,http://www.armcashel.com,+353(0)949620117,-8.512525,53.768893,Roscommon,Castlerea,Republic of Ireland,B&B
The Heritage,http://www.theheritage.com,+353(0)578645500,-7.150751,53.13234,Laois,Killenard,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Casey's of Baltimore Hotel,https://www.facebook.com/caseysofbaltimore,+353(0)2820197,-9.362506,51.484671,Cork,Baltimore,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Pond House,http://www.bandbireland.com/accommodation/26886/pond-house,+353(0)214381630,-8.578268,51.954337,Cork,Blarney,Republic of Ireland,B&B
Ard Na Greine Country House,https://www.bandbireland.com/accommodation/27069/ard-na-greine,+353(0)238839104,-8.872781,51.683752,Cork,Ballinascarthy,Republic of Ireland,"B&B,Covid Safety Charter"
Lough Mardal Lodge,https://loughmardalglamping.ie,+353(0)861731813,-8.068590344,54.55639581,Donegal,Ballintra,Republic of Ireland,"Camping,Covid Safety Charter,Welcome Standard,Stay and Spend,Glamping"
Island Winds,http://www.islandwindselfcatering.ie,+353(0)9632073,-9.205022438,54.20649638,Mayo,Killala,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
The Nest Boutique Hostel,http://thenestaccommodation.com,+353(0)91450944,-9.072716,53.26248637,Galway,Salthill,Ireland,"Hostel,Covid Safety Charter,Welcome Standard"
Marina House,http://www.marinahostel.com,+353(0)12841524,-6.148582,53.294941,Dublin,,Republic of Ireland,"Hostel,Covid Safety Charter"
Croagh Patrick Hostel,http://www.facebook.com/croaghpatrickhostel,+353(0)9864756,-9.636875147,53.77883254,Mayo,Murrisk,Ireland,"Hostel,Covid Safety Charter"
Gyles Quay Caravan and Camping Park,http://www.gylesquaycaravanpark.ie,+353(0)429376262,-6.242929,53.988262,Louth,Gyles Quay,Republic of Ireland,"Camping,Covid Safety Charter"
Teach Cuailgne - Cooley House,http://www.teachcuailgne.com,+353(0)469246621,-6.842504,53.756,Meath,Carlanstown,Republic of Ireland,"B&B,Covid Safety Charter"
Davitts,http://www.davittskenmare.com,+353(0)646642741,-9.583697,51.879245,Kerry,Kenmare,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Trident Hotel,http://www.tridenthotel.com,+353(0)214779300,-8.51819673,51.7007217,Cork,Kinsale,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Lakeside Hotel,https://www.lakesidehotel.ie/,+353(0)61376122,-8.444054813,52.81057052,Clare,Ballina,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Carrigeen Castle,http://www.carrigeencastle.com,+353(0)527441370,-7.931886,52.37614,Tipperary,Cahir,Republic of Ireland,B&B
Bunratty Haven,http://www.bunrattyhaven.com,+353(0)61708362,-8.830662,52.717226,Clare,Bunratty,Republic of Ireland,"B&B,Covid Safety Charter"
Doonbeg The Links,http://www.trumphotels.com/ireland,+353(0)659055600,-9.499911,52.747618,Clare,Doonbeg,Republic of Ireland,Self Catering Accommodation
Kilkenny River Court Hotel,https://www.rivercourthotel.com,+353(0)567723388,-7.249255,52.65154,Kilkenny,Kilkenny City,Republic of Ireland,"Hotel,Stay and Spend"
Moyvalley Hotel,https://www.facebook.com/moyvalley.balyna/,+353(0)469548000,-6.923069571,53.41901509,Kildare,Moyvalley,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Freeport House,,+353(0)91592199,-9.149241378,53.25138815,Galway,,Republic of Ireland,"B&B,Covid Safety Charter"
Devon Inn Hotel,http://www.devoninnhotel.ie,+353(0)6984122,-9.179745689,52.39483047,Limerick,Templeglantine,Republic of Ireland,"Hotel,Covid Safety Charter"
Williamsferry House,http://www.williamsferry.com,+353(0)6731118,-8.204086,52.862003,Tipperary,Nenagh,Republic of Ireland,B&B
Ballyseede Castle Hotel,http://www.ballyseedecastle.com,+353(0)667125799,-9.646791936,52.25624198,Kerry,Tralee,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Pipers Chair Houses,https://www.facebook.com/hoteldoolin.ireland/,+353(0)646641170,-9.375224,53.016532,Clare,Doolin,Republic of Ireland,Self Catering Accommodation
The Shoreline Hotel,http://www.shorelinehotel.ie,+353(0)18436153,-6.115258942,53.47860412,Dublin,Donabate,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Lough Bawn House,https://www.facebook.com/Loughbawn-House-BB-189640781135975/?fref=ts,+353(0)449666186,-7.21216,53.6474715,Westmeath,Collinstown,Ireland,B&B
Achill Stone Cottage,http://www.ihacom.co.uk/Holiday-rental-Dugort/2-Slievemore-Holiday-Village_61928_1.htm,+353(0)12803040,-10.036232,54.000684,Mayo,,Republic of Ireland,Self Catering Accommodation
Casa Mia,,+353(0)949371405,-8.995134,53.721368,Mayo,Claremorris,Republic of Ireland,B&B
Klondyke House,http://www.watervillebandb.com,+353(0)669474119,-10.176066,51.834077,Kerry,Waterville,Republic of Ireland,"B&B,Covid Safety Charter"
Slane Farm Cottages,http://www.slanefarmhostel.ie,+353(0)419884985,-6.572722,53.715808,Meath,Slane,Republic of Ireland,Self Catering Accommodation
Anglers Rest,https://www.facebook.com/theanglers/,+353(0)499526391,-7.584,54.116469,Cavan,Ballyconnell,Republic of Ireland,"Guesthouse,Stay and Spend"
Riverview House,http://www.riverviewhousebandb.com,+353(0)906494532,-7.983957,53.411863,Westmeath,Summerhill,Republic of Ireland,"B&B,Covid Safety Charter"
Mullaghduff Thatched Cottage,http://mullaghduffthatchedcottage.com/,+353(0)749737941,-8.351061411,55.03021456,Donegal,Kincasslagh,Ireland,Self Catering Accommodation
The Dolphin Hotel and Restaurant,https://www.facebook.com/dolphinhotelinishbofin,+353(0)9545991,-10.198561,53.615728,Galway,Inishbofin,Republic of Ireland,"Hotel,Covid Safety Charter"
McMunn's Of Ballybunion,http://www.mcmunns.com/,+353(0)6828845,-9.675633343,52.51106057,Kerry,Ballybunion,Ireland,"B&B,Covid Safety Charter,Welcome Standard,Stay and Spend"
Tuleen,,+353(0)18220455,-7.632094,55.039433,Donegal,Ramelton,Republic of Ireland,Self Catering Accommodation
Oaklands B&B,http://corkaccommodation.ie/accommodation/oaklands/,+353(0)214500578,-8.456602,51.90229,Cork,Cork City,Republic of Ireland,B&B
Richmond House,http://www.richmondhouse.net,+353(0)5854278,-7.846703,52.139255,Waterford,Cappoquin,Republic of Ireland,"Guesthouse,Stay and Spend"
Ballyblood Lodge and Granny's Cottage,http://www.ballybloodlodge.com,+353(0)656835713,-8.760864972,52.87063716,Clare,Tulla,Republic of Ireland,Self Catering Accommodation
Viking Hotel Waterford,http://www.vikinghotel.ie,+353(0)51336933,-7.16473,52.242279,Waterford,Waterford City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Royal Spa Hotel,http://www.royalspahotel.com,+353(0)657074288,-9.290088,53.028613,Clare,Lisdoonvarna,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Ross,http://www.facebook.com/TheRossKillarney,+353(0)646631855,-9.507644843,52.05789485,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Maryville,http://www.maryvillebandb.com,+353(0)6732531,-8.246253,52.890018,Tipperary,Nenagh,Republic of Ireland,"B&B,Covid Safety Charter"
